1,1,1,4
2,1,2,3
3,1,3,3
4,1,4,1
5,1,5,3
6,1,6,4
7,1,7,2
8,1,8,4
9,1,9,3
10,1,10,3
11,1,11,3
12,1,12,4
13,1,13,4
14,1,14,1
15,1,15,4
16,1,16,2
17,1,17,4
18,1,18,4
19,1,19,2
20,1,20,1
21,1,21,1
22,1,22,1
23,1,23,1
24,1,24,2
25,1,25,2
26,1,26,4
27,1,27,1
28,1,28,4
29,1,29,4
30,1,30,1
31,1,31,1
32,1,32,3
33,1,33,3
34,1,34,2
35,1,35,1
36,1,36,2
37,1,37,3
38,1,38,3
39,1,39,2
40,1,40,1
41,1,41,4
42,1,42,1
43,1,43,1
44,1,44,4
45,1,45,4
46,1,46,4
47,1,47,4
48,1,48,3
49,1,49,3
50,1,50,2
51,1,51,2
52,1,52,2
53,1,53,3
54,1,54,1
55,1,55,2
56,1,56,1
57,1,57,3
58,1,58,4
59,1,59,2
60,1,60,3
61,1,61,4
62,1,62,3
63,1,63,2
64,1,64,2
65,1,65,2
66,1,66,1
67,1,67,4
68,1,68,1
69,1,69,1
70,1,70,2
71,1,71,3
72,1,72,1
73,1,73,4
74,1,74,2
75,1,75,2
76,1,76,1
77,1,77,2
78,1,78,2
79,1,79,4
80,1,80,2
81,1,81,1
82,1,82,4
83,1,83,3
84,1,84,4
85,1,85,4
86,1,86,2
87,1,87,2
88,1,88,3
89,1,89,1
90,1,90,4
91,1,91,2
92,1,92,2
93,1,93,1
94,1,94,1
95,1,95,3
96,1,96,2
97,1,97,3
98,1,98,3
99,1,99,2
100,1,100,3
101,2,1,2
102,2,2,1
103,2,3,3
104,2,4,4
105,2,5,1
106,2,6,2
107,2,7,1
108,2,8,4
109,2,9,4
110,2,10,2
111,2,11,4
112,2,12,3
113,2,13,2
114,2,14,1
115,2,15,2
116,2,16,2
117,2,17,2
118,2,18,2
119,2,19,4
120,2,20,2
121,2,21,2
122,2,22,4
123,2,23,4
124,2,24,1
125,2,25,1
126,2,26,2
127,2,27,3
128,2,28,4
129,2,29,1
130,2,30,4
131,2,31,1
132,2,32,2
133,2,33,3
134,2,34,4
135,2,35,4
136,2,36,3
137,2,37,2
138,2,38,2
139,2,39,1
140,2,40,1
141,2,41,4
142,2,42,2
143,2,43,3
144,2,44,3
145,2,45,1
146,2,46,2
147,2,47,3
148,2,48,3
149,2,49,2
150,2,50,1
