1,32,83,Spóźniony
2,37,69,Spóźniony
3,80,62,Usprawiedliwione
4,157,64,Spóźniony
5,108,92,Usprawiedliwione
6,15,28,Usprawiedliwione
7,125,51,Nieobecny
8,56,72,Nieobecny
9,188,56,Nieobecny
10,134,10,Nieobecny
11,100,25,Usprawiedliwione
12,122,16,Spóźniony
13,92,52,Usprawiedliwione
14,14,43,Spóźniony
15,152,43,Spóźniony
16,33,47,Spóźniony
17,50,53,Obecny
18,196,74,Nieobecny
19,70,13,Usprawiedliwione
20,24,30,Spóźniony
21,89,62,Spóźniony
22,89,97,Obecny
23,183,54,Obecny
24,156,49,Obecny
25,44,35,Spóźniony
26,186,39,Usprawiedliwione
27,130,77,Spóźniony
28,57,49,Usprawiedliwione
29,100,39,Usprawiedliwione
30,151,86,Obecny
31,105,93,Spóźniony
32,198,95,Usprawiedliwione
33,42,35,Obecny
34,137,71,Usprawiedliwione
35,171,81,Usprawiedliwione
36,119,63,Spóźniony
37,102,73,Obecny
38,105,29,Usprawiedliwione
39,199,72,Spóźniony
40,50,3,Usprawiedliwione
41,18,50,Spóźniony
42,172,62,Usprawiedliwione
43,78,49,Obecny
44,164,62,Obecny
45,111,13,Spóźniony
46,12,91,Usprawiedliwione
47,10,17,Usprawiedliwione
48,97,5,Usprawiedliwione
49,127,47,Usprawiedliwione
50,198,6,Spóźniony
51,163,36,Spóźniony
52,148,34,Nieobecny
53,33,59,Usprawiedliwione
54,95,59,Usprawiedliwione
55,118,14,Obecny
56,136,78,Spóźniony
57,127,73,Spóźniony
58,199,25,Spóźniony
59,112,89,Usprawiedliwione
60,97,96,Spóźniony
61,92,58,Nieobecny
62,22,28,Nieobecny
63,121,33,Nieobecny
64,4,95,Obecny
65,165,7,Spóźniony
66,96,12,Usprawiedliwione
67,164,16,Usprawiedliwione
68,191,36,Obecny
69,50,72,Spóźniony
70,128,65,Nieobecny
71,36,37,Usprawiedliwione
72,168,37,Spóźniony
73,192,34,Nieobecny
74,132,76,Nieobecny
75,66,83,Nieobecny
76,96,11,Usprawiedliwione
77,109,29,Obecny
78,12,46,Nieobecny
79,44,54,Spóźniony
80,167,68,Obecny
81,83,4,Usprawiedliwione
82,1,7,Usprawiedliwione
83,10,60,Usprawiedliwione
84,48,59,Obecny
85,195,65,Nieobecny
86,103,33,Usprawiedliwione
87,118,11,Obecny
88,3,46,Nieobecny
89,9,46,Nieobecny
90,113,5,Obecny
91,120,34,Obecny
92,47,100,Nieobecny
93,12,95,Usprawiedliwione
94,142,17,Usprawiedliwione
95,67,71,Nieobecny
96,170,22,Usprawiedliwione
97,114,7,Obecny
98,65,56,Obecny
99,155,83,Obecny
100,97,5,Spóźniony
101,100,72,Obecny
102,163,39,Nieobecny
103,28,24,Usprawiedliwione
104,123,33,Spóźniony
105,192,31,Obecny
106,103,37,Spóźniony
107,146,38,Nieobecny
108,52,13,Spóźniony
109,158,3,Obecny
110,13,40,Nieobecny
111,140,30,Nieobecny
112,24,32,Spóźniony
113,68,6,Usprawiedliwione
114,145,71,Nieobecny
115,161,83,Spóźniony
116,87,1,Spóźniony
117,101,37,Obecny
118,37,60,Obecny
119,174,46,Obecny
120,136,64,Nieobecny
121,194,59,Spóźniony
122,35,44,Spóźniony
123,99,16,Nieobecny
124,188,82,Nieobecny
125,59,61,Nieobecny
126,30,98,Spóźniony
127,66,29,Usprawiedliwione
128,14,43,Obecny
129,167,26,Obecny
130,161,8,Obecny
131,157,12,Spóźniony
132,80,2,Usprawiedliwione
133,158,31,Obecny
134,29,41,Obecny
135,108,97,Spóźniony
136,86,22,Obecny
137,193,86,Usprawiedliwione
138,174,42,Nieobecny
139,55,54,Usprawiedliwione
140,84,45,Usprawiedliwione
141,68,82,Obecny
142,155,47,Spóźniony
143,28,24,Nieobecny
144,47,12,Obecny
145,20,81,Obecny
146,194,39,Obecny
147,53,90,Nieobecny
148,62,58,Spóźniony
149,5,37,Usprawiedliwione
150,189,68,Spóźniony
151,81,61,Usprawiedliwione
152,152,44,Spóźniony
153,151,79,Usprawiedliwione
154,110,96,Usprawiedliwione
