1,24,55
2,37,7
3,90,83
4,90,71
5,89,56
6,55,76
7,16,54
8,47,98
9,36,59
10,76,82
11,27,38
12,66,46
13,84,37
14,15,84
15,14,91
16,15,81
17,49,42
18,36,17
19,22,2
20,96,88
21,14,4
22,95,9
23,30,8
24,63,81
25,65,49
26,6,59
27,56,25
28,23,67
29,19,89
30,98,5
31,18,37
32,97,68
33,16,17
34,6,81
35,41,79
36,45,72
37,87,74
38,42,78
39,64,85
40,90,61
41,69,99
42,4,92
43,82,87
44,97,90
45,6,72
46,4,62
47,46,3
48,24,25
49,30,13
50,12,6
51,89,88
52,54,64
53,13,56
54,14,45
55,62,67
56,87,35
57,73,48
58,44,7
59,87,69
60,70,44
61,38,45
62,39,16
63,86,17
64,37,83
65,96,33
66,56,5
67,30,95
68,99,9
69,54,61
70,22,65
71,69,84
72,55,65
73,11,49
74,4,89
75,21,66
76,14,43
77,100,66
78,54,93
79,18,74
80,18,37
81,56,68
82,73,22
83,24,80
84,20,17
85,54,6
86,2,25
87,11,93
88,97,96
89,75,46
90,38,62
91,96,45
92,57,46
93,36,82
94,64,95
95,89,74
96,18,15
97,87,37
98,47,76
99,39,53
100,18,61
101,75,46
102,97,76
103,6,38
104,50,21
105,28,7
106,12,2
107,23,47
108,42,66
109,9,47
110,60,61
111,88,49
112,10,9
113,98,72
114,28,57
115,45,84
116,88,52
117,73,27
118,93,38
119,49,70
120,13,33
121,28,76
122,24,87
123,31,24
124,70,33
125,92,84
126,68,69
127,65,17
128,45,59
129,97,84
130,88,62
131,46,7
132,33,50
133,57,39
134,81,43
135,2,3
136,50,75
137,88,81
138,17,67
139,25,6
140,6,93
141,71,63
142,45,98
143,38,92
144,97,32
145,66,79
146,75,77
147,63,3
148,81,48
149,33,51
150,4,43
151,27,76
152,22,4
153,9,74
154,62,17
155,5,58
156,39,47
157,24,90
158,26,91
159,91,94
160,33,86
161,9,11
162,2,47
163,38,68
164,43,10
165,20,15
166,66,25
167,69,84
168,30,95
169,47,71
170,93,20
171,26,42
172,53,41
173,10,33
174,54,97
175,99,46
176,13,7
177,67,65
178,87,32
179,85,84
180,28,6
181,27,99
182,31,7
183,96,59
184,56,64
185,68,48
186,73,71
187,48,39
188,41,26
189,84,65
190,1,6
191,9,63
192,86,5
193,29,43
194,76,11
195,30,80
196,45,75
197,53,100
198,46,60
199,8,6
200,85,82
201,84,86
202,68,65
203,6,23
204,98,83
205,57,62
206,85,72
207,53,48
208,90,32
209,89,30
210,15,51
211,53,47
212,33,78
213,2,58
214,18,26
215,52,62
216,54,6
217,2,5
218,37,80
219,22,11
220,89,86
221,76,9
222,13,7
223,82,99
224,8,42
225,69,96
226,36,82
227,49,14
228,73,28
229,56,65
230,8,60
231,42,56
232,85,52
233,53,8
234,28,53
235,74,18
236,28,27
237,66,34
238,70,100
239,7,88
240,54,51
241,96,69
242,73,98
243,23,61
244,13,89
245,49,13
246,53,78
247,92,11
248,25,85
249,71,100
250,50,85
251,57,1
252,1,73
253,35,58
254,50,5
255,50,63
256,76,86
257,51,40
258,31,5
259,77,87
260,74,86
261,22,15
262,75,7
263,8,43
264,88,52
265,16,44
266,43,6
267,89,31
268,60,80
269,91,94
270,86,80
271,43,42
272,70,97
273,34,16
274,66,57
275,58,12
276,35,84
277,99,92
278,98,57
279,24,99
280,65,97
281,94,16
282,52,24
283,90,17
284,99,44
285,85,11
286,39,2
287,82,42
288,2,90
289,87,93
290,88,51
291,74,57
292,89,44
293,22,15
294,50,62
295,99,94
296,63,54
297,18,16
298,7,19
299,23,76
300,79,42
301,12,82
302,92,100
303,35,86
304,62,2
305,92,32
306,31,92
307,28,60
308,47,23
309,8,26
310,55,23
311,76,46
312,7,31
313,15,98
314,67,59
315,19,91
316,34,74
317,24,83
318,72,57
319,8,71
320,26,5
321,83,77
322,45,41
323,90,13
324,48,2
325,86,17
326,30,8
327,25,94
328,97,62
329,75,41
330,74,26
331,59,38
332,77,76
333,8,71
334,27,4
335,63,90
336,38,17
337,60,61
338,54,75
339,10,78
340,43,27
341,85,85
342,89,91
343,8,31
344,29,61
345,78,34
346,49,31
347,58,71
348,48,54
349,19,27
350,74,16
351,84,36
352,32,67
353,96,96
354,42,27
355,15,92
356,48,91
357,26,38
358,11,3
359,42,52
360,97,40
361,85,12
362,30,32
363,92,9
364,23,38
365,41,75
366,7,31
367,28,91
368,9,66
369,69,27
370,54,26
371,52,67
372,35,2
373,52,94
374,48,27
375,96,61
376,7,81
377,73,38
378,82,60
379,52,69
380,50,84
381,22,94
382,45,36
383,7,51
384,35,95
385,57,82
386,67,89
387,82,75
388,56,97
389,98,72
390,14,64
391,91,87
392,91,37
393,82,84
394,35,21
395,79,25
396,12,69
397,5,96
398,65,66
399,96,88
400,99,65
401,3,77
402,13,50
403,94,45
404,75,40
405,68,96
406,51,33
407,75,36
408,70,3
409,12,53
410,21,67
411,84,11
412,81,92
413,87,38
414,85,98
415,31,30
416,89,97
417,15,38
418,14,42
419,56,18
420,88,70
421,88,96
422,87,32
423,35,56
424,100,65
425,76,57
426,66,27
427,83,84
428,88,98
429,92,98
430,98,53
431,56,34
432,32,25
433,94,62
434,27,4
435,52,43
436,44,72
437,89,39
438,88,35
439,46,84
440,76,95
441,61,9
442,77,87
443,75,79
444,91,14
445,15,61
446,85,82
447,66,94
448,6,21
449,76,100
450,71,12
451,46,78
452,76,9
453,33,69
454,70,97
455,96,83
456,31,93
457,74,64
458,89,83
459,32,90
460,62,37
461,52,24
462,32,1
463,86,48
464,24,39
465,22,34
466,46,68
467,18,41
468,79,69
469,56,96
470,6,43
471,23,44
472,97,15
473,1,31
474,10,84
475,9,70
476,67,69
477,91,99
478,54,82
479,66,44
480,81,9
481,9,30
482,17,61
483,55,91
484,80,11
485,33,63
486,68,60
487,52,73
488,18,58
489,59,1
490,3,97
491,58,84
492,71,8
493,21,61
494,18,80
495,89,84
496,93,52
497,22,38
498,56,36
499,24,67
500,56,94
501,18,19
502,79,57
503,21,42
504,89,65
505,51,32
506,13,5
507,47,97
508,91,79
509,18,57
510,85,88
511,5,2
512,7,87
513,70,60
514,13,85
515,18,32
516,31,53
517,96,97
518,28,50
519,4,10
520,100,62
521,74,55
522,51,52
523,39,68
524,26,35
525,62,16
526,24,2
527,47,55
528,2,7
529,3,36
530,19,84
531,72,32
532,47,1
533,93,95
534,74,81
535,86,16
536,64,78
537,99,11
538,25,47
539,14,27
540,25,57
541,27,23
542,5,32
543,94,78
544,78,2
545,61,4
546,58,10
547,68,81
548,25,41
549,76,12
550,85,50
551,60,24
552,58,31
553,61,14
554,7,43
555,25,62
556,80,44
557,83,70
558,33,91
559,26,66
560,4,87
561,35,39
562,42,51
563,4,89
564,39,69
565,95,31
566,6,27
567,21,22
568,64,15
569,11,36
