1,123,133,2024-09-22,4,1,Bardzo pomocny,Słaba organizacja,nie,"Eius vel earum. Nam dolore perferendis. Nobis neque beatae fuga.
Dolorum harum voluptatem impedit ad. Quos tempora fugit provident. Autem temporibus vero reprehenderit sapiente reprehenderit sunt."
2,117,112,,,,,,,
3,190,136,2024-06-02,1,3,,Niejasne wyjaśnienia,tak,Blanditiis molestiae dolore animi ea labore. Quidem quidem voluptas. Distinctio dicta tenetur veritatis.
4,146,124,,,,,,,
5,108,66,2022-12-21,3,2,Praktyczne przykłady,Mało praktycznych przykładów,nie,Voluptate dolorum sunt est sint inventore architecto. Vel unde voluptate. Totam id eius reiciendis reprehenderit maxime consectetur. Tempore ipsam quos quaerat.
6,6,169,2023-06-07,4,3,,Nieprzydatny materiał,nie wiem,"Ratione similique quam repudiandae dicta alias atque fugit. Ullam mollitia vero nihil consequatur a debitis.
Dignissimos eius minus eveniet nulla maxime. Doloribus perspiciatis non."
7,88,25,,,,,,,
8,103,52,2024-10-24,1,4,Profesjonalny prowadzący,,nie wiem,Officiis deleniti assumenda nulla minus consectetur. Iure temporibus similique corrupti quidem debitis magni. Impedit aut ullam amet iste veniam autem. Optio beatae optio omnis harum.
9,4,54,2024-06-20,5,4,Bardzo pomocny,Zbyt długi,nie wiem,"Quidem molestias odio doloremque qui.
Recusandae amet asperiores atque. Exercitationem officiis deleniti deleniti vel.
Porro facere quia quae tempore impedit. Ad alias inventore alias enim."
10,155,163,,,,,,,
11,30,85,,,,,,,
12,186,186,2024-07-07,1,4,,,nie wiem,Maxime debitis nemo officiis deleniti sed. Corporis itaque non fugit eum repellat. Laudantium quas quidem quam veniam.
13,77,123,2023-02-17,3,4,Wartościowy materiał,Słaba organizacja,tak,Blanditiis id veniam doloremque. Doloribus ducimus exercitationem optio totam sit. Aliquam deleniti mollitia delectus.
14,200,59,,,,,,,
15,94,37,,,,,,,
16,73,114,,,,,,,
17,152,70,2023-10-31,3,1,Profesjonalny prowadzący,Słaba organizacja,tak,Occaecati voluptate quam quis facere harum. Ratione ullam ratione explicabo quae. Cumque dolore similique consequuntur cupiditate. Recusandae ratione magni minus sapiente.
18,33,76,2023-11-26,1,5,Bardzo pomocny,Nieprzydatny materiał,nie,"Animi repellat itaque unde architecto. Sit labore cupiditate iusto atque. Delectus accusantium ipsum eum.
Ex laboriosam mollitia omnis inventore reiciendis. Accusantium numquam dolorem ut mollitia."
19,92,66,,,,,,,
20,12,172,2024-05-01,5,2,Inspirujący,,tak,Praesentium corporis quibusdam debitis. Odio hic exercitationem sunt. Eius inventore perferendis perspiciatis.
21,158,87,2023-01-31,3,1,Wartościowy materiał,Zbyt ogólny,nie,Eveniet ut quod maiores labore impedit. Rerum ducimus perspiciatis voluptate. Eligendi tempora ullam ducimus iure eligendi.
22,64,176,2024-03-30,3,1,,Nieprzydatny materiał,nie wiem,"Ea commodi at aperiam beatae voluptas. Consequuntur mollitia sapiente aspernatur eligendi quis ab. Ducimus optio similique totam repudiandae aliquid nam.
Rerum tempore ipsam nisi dolores labore."
23,166,99,2022-12-20,2,4,Inspirujący,Mało praktycznych przykładów,tak,"Quas molestias quia tempore laboriosam incidunt. Amet dignissimos error.
In consequatur iste voluptates.
Ipsam porro dolor quis vel omnis totam. Odio atque qui fugit."
24,38,4,,,,,,,
25,135,1,,,,,,,
26,71,65,2023-10-26,3,3,,Słaba organizacja,nie,Nulla facilis corporis provident maiores fuga. Illum ea quam sunt at magnam eveniet. Magni culpa nostrum quod illo corrupti explicabo sequi.
27,133,153,2024-04-22,5,2,Inspirujący,Słaba organizacja,tak,Nulla voluptatum sint esse corporis eligendi. Fuga ea officia neque. Fuga rerum reprehenderit quasi iusto fugit.
28,123,145,2024-05-21,5,1,Profesjonalny prowadzący,,nie,Cupiditate fugiat fugit molestias consequuntur ipsa. Dolore quibusdam itaque accusamus doloribus cum aliquid. Exercitationem fugit dignissimos quidem cum modi.
29,25,119,2023-12-11,5,4,Świetnie zorganizowany,Nieprzydatny materiał,nie,"Sunt in mollitia soluta saepe consequuntur magnam. Id laboriosam perspiciatis illo dolores odio quidem.
Eos vel dicta incidunt nemo enim. Eveniet magnam maiores mollitia maxime earum exercitationem."
30,51,111,2024-04-12,1,2,Świetnie zorganizowany,,tak,Debitis dignissimos nesciunt accusamus magni nostrum aliquam. Sunt veniam vel voluptates voluptates.
31,135,65,,,,,,,
32,198,105,2023-09-03,1,2,Inspirujący,Zbyt długi,nie wiem,Voluptates aspernatur soluta suscipit. Iusto dolorem fuga laboriosam corporis ut. Odit dolor optio vitae quod praesentium provident.
33,103,18,,,,,,,
34,61,79,2024-04-27,4,3,Inspirujący,Zbyt ogólny,nie,Culpa et soluta pariatur provident quis blanditiis aspernatur. Dolore ab culpa dolores officiis reiciendis.
35,112,80,,,,,,,
36,28,56,,,,,,,
37,74,42,2023-06-07,2,3,Praktyczne przykłady,Brak interakcji,tak,"Quisquam voluptatibus culpa. Quod incidunt quidem quo. Aspernatur temporibus culpa tempore.
Labore vitae illo veritatis doloremque quam aliquid. Occaecati illo recusandae velit nam."
38,113,9,,,,,,,
39,38,109,,,,,,,
40,18,37,,,,,,,
41,25,64,2024-04-01,1,1,Inspirujący,Niejasne wyjaśnienia,tak,Doloremque sint assumenda officiis optio magnam. Perspiciatis hic voluptates. Labore ullam facere eius quae reprehenderit.
42,57,65,,,,,,,
43,54,75,,,,,,,
44,5,74,,,,,,,
45,109,39,2024-02-26,3,4,,Zbyt ogólny,nie,Aspernatur corrupti veritatis voluptas veniam modi. Sequi asperiores quidem voluptatum. Excepturi tempore harum temporibus in. Quaerat non harum quod corrupti.
46,14,1,2023-11-01,4,4,Wartościowy materiał,,nie,Odit minima nisi est ullam voluptates. Totam ex illo sint nisi porro. Perferendis sunt maiores at quasi id dolores. Rem placeat debitis natus dignissimos magni.
47,73,146,2024-04-23,3,1,Wartościowy materiał,Brak interakcji,nie,Minima minima a autem deleniti unde. Tenetur minus autem tenetur inventore. Eaque aut sit unde vero facilis.
48,41,173,2022-12-22,4,3,Profesjonalny prowadzący,Zbyt długi,tak,"Atque nemo debitis itaque ut occaecati. Dolore exercitationem voluptas.
Molestiae minus fugiat officia. Tenetur voluptas quasi aliquid."
49,97,78,,,,,,,
50,165,86,2023-03-31,5,1,Dobrze przekazana wiedza,Zbyt długi,tak,"Fugiat reiciendis laborum rerum.
Dolores magnam hic fuga. Sunt veritatis maxime error quo labore animi. Dicta praesentium quidem et voluptatibus."
51,78,75,,,,,,,
52,170,194,,,,,,,
53,53,120,2024-01-12,2,2,Wartościowy materiał,Słaba organizacja,nie,"Aliquam possimus esse.
Excepturi perspiciatis possimus occaecati repudiandae aperiam repellendus. Nam quam assumenda voluptatem. Sequi iste minima quia laudantium nemo similique."
54,134,44,,,,,,,
55,153,124,2024-03-16,3,4,Inspirujący,Zbyt długi,nie,"Non eaque reprehenderit deserunt corrupti nam.
Porro natus voluptates optio nam facere. Mollitia voluptatibus cupiditate quos."
56,117,131,,,,,,,
57,93,180,,,,,,,
58,171,59,2023-07-17,4,3,Dobrze przekazana wiedza,Zbyt długi,nie wiem,Id culpa laborum expedita aperiam tempora perspiciatis. Sapiente maxime quaerat perspiciatis. Suscipit at labore velit voluptate aperiam ipsa.
59,122,120,,,,,,,
60,10,93,,,,,,,
61,6,10,,,,,,,
62,83,133,2024-04-05,1,1,Praktyczne przykłady,Zbyt długi,nie wiem,"Numquam tempora error eum.
Nobis repudiandae libero accusantium eius ex facilis. At eveniet enim adipisci illo corporis alias."
63,110,53,2023-11-20,4,5,Dobrze przekazana wiedza,Zbyt długi,nie wiem,Deleniti aspernatur libero voluptates. Aliquid aliquid porro distinctio accusamus.
64,65,1,2023-11-05,4,5,Wartościowy materiał,Niejasne wyjaśnienia,tak,"Suscipit architecto nobis neque accusamus aspernatur. Eum delectus voluptate iure sequi id.
Debitis vero ad dolorum. Quia vitae natus alias veniam culpa."
65,21,41,,,,,,,
66,31,187,,,,,,,
67,13,115,2023-09-07,5,3,Bardzo pomocny,Niejasne wyjaśnienia,tak,"Nihil provident ab natus asperiores. Aliquam voluptatum sit aliquam.
Quae voluptatum sapiente laudantium esse eligendi. Commodi culpa in odit ad mollitia."
68,52,112,,,,,,,
69,20,196,,,,,,,
70,41,13,2024-02-09,3,2,Profesjonalny prowadzący,Niejasne wyjaśnienia,tak,"Amet inventore vel fugiat blanditiis. Eligendi commodi beatae error architecto quasi quos.
Velit recusandae nulla ipsam eaque. Ea eum id accusamus doloremque unde tempora magnam."
71,142,36,2023-06-10,1,5,,Niejasne wyjaśnienia,nie,Facilis et officiis consectetur sed soluta dicta. Molestiae neque perferendis expedita. Magnam dicta voluptas odio repellat.
72,29,35,,,,,,,
73,151,111,2024-04-05,4,3,Świetnie zorganizowany,Mało praktycznych przykładów,tak,"Enim quaerat minus quas aliquam numquam libero.
Magnam similique ut. Nulla quae occaecati culpa. Repellat dolorem odit tempore ratione."
74,69,200,2024-06-21,4,5,Wartościowy materiał,Zbyt ogólny,tak,Dolor vel velit natus aperiam. Dolore odit tempore perferendis eos a odio. Voluptatem quidem laudantium est.
75,62,139,2024-07-21,3,1,,Mało praktycznych przykładów,nie wiem,"Nemo iure amet magni dicta. Quis maxime excepturi beatae eius.
Nulla animi delectus commodi. Libero cumque quasi."
76,99,8,,,,,,,
77,110,39,,,,,,,
78,16,114,,,,,,,
79,71,29,,,,,,,
80,53,190,2023-11-22,5,3,Świetnie zorganizowany,Nieprzydatny materiał,nie wiem,"Omnis pariatur debitis iste vero tempore sit. Eveniet fugit accusantium soluta ea similique.
Blanditiis harum dicta quidem. Repellendus quaerat eligendi delectus accusantium recusandae."
81,100,66,,,,,,,
82,162,56,,,,,,,
83,108,200,2022-12-23,1,4,Wartościowy materiał,Niejasne wyjaśnienia,nie,"Quos provident sequi omnis voluptate sequi.
Inventore iste possimus. Magnam sit perferendis sit blanditiis natus occaecati. Optio saepe ea magnam officiis."
84,66,176,,,,,,,
85,80,104,,,,,,,
86,129,89,2023-10-16,4,5,Bardzo pomocny,,nie wiem,"Deleniti odio pariatur. Eum libero omnis eius dolorum facilis. Fugit nisi facilis quia numquam culpa.
Esse modi similique illo fugit commodi."
87,110,105,2023-06-07,2,3,Praktyczne przykłady,,tak,Blanditiis ipsa cumque distinctio. Assumenda ea reiciendis molestias sunt est dolorum. Sed doloribus neque natus.
88,3,74,2023-09-23,2,3,Bardzo pomocny,Zbyt długi,nie wiem,"Dicta porro tempora quis nesciunt quae fugiat.
Dicta doloribus vel. Ipsum ducimus neque.
Reiciendis quae optio explicabo excepturi dignissimos reiciendis delectus. Harum facilis fugiat."
89,5,77,2024-08-30,3,3,Świetnie zorganizowany,Nieprzydatny materiał,nie wiem,Facilis quis saepe. Nihil eligendi facere accusamus enim veniam iste. Eligendi amet aliquam dignissimos ipsum laudantium.
90,78,50,,,,,,,
91,7,115,2024-04-14,2,4,Profesjonalny prowadzący,Brak interakcji,tak,Illum modi laudantium minus molestias quibusdam illo. Repellendus quia error totam fugit laboriosam delectus. Qui recusandae asperiores cum nihil.
92,138,55,2024-11-26,2,5,Świetnie zorganizowany,,nie,"Laborum dignissimos numquam explicabo.
Vel vitae nostrum nemo esse. Vitae sequi incidunt tenetur. Totam molestiae illum beatae."
93,64,191,,,,,,,
94,89,136,,,,,,,
95,143,159,,,,,,,
96,32,16,2023-04-08,2,5,Profesjonalny prowadzący,Zbyt ogólny,nie,"Quas at repellat ea. Perferendis fuga repellendus ab vero tempora.
Aut magni quaerat. Veritatis eum dolorem nemo nemo esse. Animi ducimus eaque facilis ullam unde."
97,111,90,2024-03-17,3,2,Praktyczne przykłady,Mało praktycznych przykładów,nie wiem,Suscipit atque neque enim quia tempora ipsam. Odit incidunt reiciendis nesciunt cupiditate rerum minima nostrum. Reiciendis nostrum labore ea.
98,55,137,2024-07-15,5,1,Dobrze przekazana wiedza,Brak interakcji,nie wiem,"Aliquid quam officiis suscipit accusantium. Numquam porro odio ut consequuntur nisi.
Fugit quo dignissimos nobis officia vitae dignissimos. Dignissimos deleniti possimus impedit fugit hic adipisci."
99,89,15,,,,,,,
100,88,187,2023-12-25,4,1,,Zbyt długi,nie,Aspernatur quo dolorum voluptatum nihil velit similique. Et modi odio at nulla similique.
101,194,182,2023-06-11,2,4,Świetnie zorganizowany,Mało praktycznych przykładów,nie wiem,Repudiandae ipsum nobis quia libero fugiat odio. Tenetur necessitatibus repellat quisquam nihil in illo. Nulla quas laudantium dignissimos.
102,63,99,,,,,,,
103,127,19,2024-10-18,2,4,Dobrze przekazana wiedza,Brak interakcji,nie,Rerum tenetur eligendi corrupti deleniti. Alias quisquam in tempore voluptas ex expedita porro. Ducimus in nulla animi maxime.
104,26,70,,,,,,,
105,49,15,2024-07-20,3,3,,Nieprzydatny materiał,nie,"Similique architecto eligendi.
Adipisci autem quidem dolorem dolores rem.
Atque dolorum voluptate dolorem quisquam placeat quasi commodi. Quo fugiat aliquid atque ipsum."
106,114,28,,,,,,,
107,102,198,2023-03-10,1,3,Świetnie zorganizowany,,nie wiem,Labore sint eos id. Modi corporis quo non. Ipsa consectetur accusantium autem tempora.
108,142,43,,,,,,,
109,100,44,,,,,,,
110,150,53,2024-10-26,3,4,Bardzo pomocny,Zbyt długi,nie wiem,Sint consequuntur aspernatur minima molestias voluptatem incidunt dolore. Odit non consectetur iure magni. Illo esse laudantium.
111,56,160,,,,,,,
112,163,38,2023-05-16,5,5,Świetnie zorganizowany,Mało praktycznych przykładów,nie,"Explicabo iste facere officiis odit voluptates.
Aliquam laboriosam eveniet asperiores illum. Officia voluptate ducimus modi provident laudantium vero.
Repellendus magni error minima mollitia."
113,49,62,,,,,,,
114,79,101,2023-06-04,1,4,Profesjonalny prowadzący,,nie wiem,Dignissimos tempore occaecati adipisci alias aliquid itaque. Quod quam adipisci quasi veniam.
115,101,133,,,,,,,
116,117,43,2023-02-15,4,2,Profesjonalny prowadzący,Nieprzydatny materiał,tak,Neque aut tenetur nesciunt rerum est deleniti. Mollitia accusamus nobis porro sunt praesentium architecto. Nobis architecto et occaecati eligendi.
117,146,168,,,,,,,
118,127,55,2023-02-21,2,5,Dobrze przekazana wiedza,Zbyt długi,nie,"Molestiae ipsum doloremque fugiat labore est. Aliquid libero ducimus.
Dignissimos ut ut deleniti. Quos sunt illo qui ipsam. Dignissimos consectetur magnam architecto adipisci dolorum."
119,137,101,2023-05-27,4,3,Profesjonalny prowadzący,Niejasne wyjaśnienia,nie,"Architecto consequuntur ea vitae. Consectetur atque doloremque.
Saepe at vitae in molestias neque non perspiciatis. Accusamus labore totam facere ducimus."
120,71,177,,,,,,,
121,66,13,2023-12-29,1,3,Inspirujący,Brak interakcji,tak,Placeat facilis incidunt in. Adipisci dicta cupiditate doloribus ex occaecati. Temporibus aliquid commodi fugiat praesentium architecto.
122,124,118,,,,,,,
123,151,43,,,,,,,
124,109,93,,,,,,,
125,144,93,,,,,,,
126,65,89,,,,,,,
127,143,133,,,,,,,
128,145,198,2023-06-30,5,3,Profesjonalny prowadzący,Nieprzydatny materiał,nie,"Illum et vero nulla. Magni magni error labore.
Blanditiis quidem accusamus possimus. Iure accusantium occaecati sapiente molestiae neque."
129,77,100,,,,,,,
130,45,118,,,,,,,
131,81,1,2023-10-14,5,2,Wartościowy materiał,Nieprzydatny materiał,tak,Ex doloribus vitae recusandae tempore. Nihil amet vero. Veritatis debitis accusamus iusto molestias quis deserunt laboriosam. Minus alias sequi fuga dolorum perferendis nisi.
132,132,185,,,,,,,
