1,1,1,2
2,1,2,3
3,1,3,2
4,1,4,2
5,1,5,1
6,1,6,1
7,1,7,2
8,1,8,3
9,1,9,2
10,1,10,4
11,1,11,4
12,1,12,1
13,1,13,2
14,1,14,2
15,1,15,1
16,1,16,1
17,1,17,3
18,1,18,3
19,1,19,2
20,1,20,1
21,1,21,1
22,1,22,2
23,1,23,3
24,1,24,4
25,1,25,1
26,1,26,1
27,1,27,4
28,1,28,3
29,1,29,3
30,1,30,2
31,1,31,3
32,1,32,4
33,1,33,3
34,1,34,4
35,1,35,4
36,1,36,4
37,1,37,4
38,1,38,1
39,1,39,3
40,1,40,2
41,1,41,1
42,1,42,2
43,1,43,3
44,1,44,2
45,1,45,4
46,1,46,1
47,1,47,1
48,1,48,3
49,1,49,4
50,1,50,1
51,1,51,4
52,1,52,1
53,1,53,3
54,1,54,1
55,1,55,3
56,1,56,4
57,1,57,3
58,1,58,2
59,1,59,4
60,1,60,4
61,1,61,4
62,1,62,1
63,1,63,3
64,1,64,1
65,1,65,1
66,1,66,3
67,1,67,4
68,1,68,3
69,1,69,3
70,1,70,4
71,1,71,2
72,1,72,1
73,1,73,3
74,1,74,4
75,1,75,2
76,1,76,2
77,1,77,1
78,1,78,4
79,1,79,1
80,1,80,3
81,1,81,2
82,1,82,4
83,1,83,4
84,1,84,4
85,1,85,2
86,1,86,1
87,1,87,1
88,1,88,2
89,1,89,4
90,1,90,1
91,1,91,2
92,1,92,2
93,1,93,3
94,1,94,2
95,1,95,3
96,1,96,3
97,1,97,4
98,1,98,1
99,1,99,4
100,1,100,2
101,1,101,1
102,1,102,1
103,1,103,1
104,1,104,4
105,1,105,3
106,1,106,4
107,1,107,4
108,1,108,3
109,1,109,1
110,1,110,4
111,1,111,3
112,1,112,3
113,1,113,2
114,1,114,2
115,1,115,4
116,1,116,4
117,1,117,1
118,1,118,4
119,1,119,1
120,1,120,4
121,1,121,4
122,1,122,2
123,1,123,3
124,1,124,3
125,1,125,2
126,1,126,3
127,1,127,4
128,1,128,4
129,1,129,4
130,1,130,2
131,1,131,2
132,1,132,2
133,1,133,4
134,1,134,1
135,1,135,4
136,1,136,1
137,1,137,3
138,1,138,3
139,1,139,1
140,1,140,4
141,1,141,4
142,1,142,2
143,1,143,3
144,1,144,3
145,1,145,1
146,1,146,3
147,1,147,4
148,1,148,1
149,1,149,1
150,1,150,4
151,1,151,4
152,1,152,2
153,1,153,1
154,1,154,1
155,1,155,3
156,1,156,3
157,1,157,2
158,1,158,3
159,1,159,2
160,1,160,4
161,1,161,4
162,1,162,3
163,1,163,4
164,1,164,3
165,1,165,4
166,1,166,1
167,1,167,1
168,1,168,4
169,1,169,3
170,1,170,1
171,1,171,1
172,1,172,1
173,1,173,3
174,1,174,2
175,1,175,1
176,1,176,3
177,1,177,2
178,1,178,1
179,1,179,2
180,1,180,1
181,1,181,1
182,1,182,1
183,1,183,2
184,1,184,2
185,1,185,2
186,1,186,3
187,1,187,3
188,1,188,2
189,1,189,2
190,1,190,4
191,1,191,2
192,1,192,1
193,1,193,3
194,1,194,3
195,1,195,2
196,1,196,2
197,1,197,4
198,1,198,2
199,1,199,3
200,1,200,1
201,2,1,1
202,2,2,4
203,2,3,3
204,2,4,4
205,2,5,2
206,2,6,2
207,2,7,3
208,2,8,1
209,2,9,3
210,2,10,3
211,2,11,2
212,2,12,2
213,2,13,2
214,2,14,1
215,2,15,2
216,2,16,2
217,2,17,3
218,2,18,1
219,2,19,1
220,2,20,4
221,2,21,4
222,2,22,4
223,2,23,4
224,2,24,2
225,2,25,4
226,2,26,2
227,2,27,4
228,2,28,3
229,2,29,3
230,2,30,3
231,2,31,3
232,2,32,4
233,2,33,3
234,2,34,2
235,2,35,3
236,2,36,4
237,2,37,1
238,2,38,4
239,2,39,4
240,2,40,2
241,2,41,1
242,2,42,1
243,2,43,3
244,2,44,1
245,2,45,3
246,2,46,3
247,2,47,3
248,2,48,1
249,2,49,4
250,2,50,4
