1,16,16
2,9,13
3,17,22
4,3,27
5,13,17
6,18,5
7,3,9
8,19,5
9,13,11
10,3,29
11,14,26
12,7,13
13,14,29
14,6,9
15,12,9
16,15,19
17,17,25
18,14,27
19,12,18
20,7,19
21,20,30
22,9,26
23,3,25
24,5,1
25,2,1
26,9,11
27,12,24
28,11,30
29,13,5
30,11,9
31,9,18
32,18,5
33,15,4
34,5,9
35,4,4
36,19,18
37,12,2
38,14,21
39,18,5
40,14,9
41,16,26
42,15,11
43,20,5
44,12,5
45,19,10
46,12,18
47,19,4
48,17,2
49,17,14
50,5,6
51,5,21
52,17,8
53,11,23
54,14,8
55,1,28
56,2,30
57,12,14
58,13,30
59,7,6
60,8,6
61,8,6
62,12,9
63,19,3
64,14,16
65,11,7
66,15,14
67,6,5
68,9,26
69,11,17
70,10,15
71,18,19
72,18,20
73,16,19
74,16,28
75,12,17
76,13,16
77,1,26
78,14,3
79,7,14
80,15,20
81,12,14
82,4,21
83,8,29
84,16,30
85,14,12
86,3,20
87,5,13
88,4,21
89,19,24
90,17,1
91,18,16
92,20,7
93,5,27
94,19,22
95,12,8
96,7,20
97,12,1
98,17,24
99,12,6
100,8,3
101,6,11
102,8,6
103,20,29
104,3,6
105,8,24
106,18,28
107,17,9
108,7,27
109,4,23
110,6,8
111,6,8
112,12,25
113,7,30
114,19,14
115,3,18
116,6,18
117,9,4
118,8,22
119,10,9
120,16,14
121,16,26
122,3,2
123,17,5
124,20,16
125,11,13
126,5,6
127,12,21
128,14,13
129,9,25
130,3,4
131,9,21
132,12,8
133,12,3
134,15,2
135,2,8
136,18,14
137,5,16
138,3,1
139,18,22
140,15,8
141,20,2
142,11,8
143,10,3
144,16,16
145,14,4
146,20,4
147,6,2
148,7,17
149,4,24
150,7,4
151,5,8
152,12,1
153,19,13
154,20,16
155,14,3
156,20,21
157,4,30
158,16,26
159,6,27
160,5,19
161,3,28
162,19,14
163,1,7
164,14,15
165,3,26
166,17,2
167,3,4
168,13,6
169,16,7
170,17,3
171,6,6
172,11,22
173,4,2
174,5,8
175,13,23
176,1,8
177,5,27
178,2,24
179,13,20
180,4,30
181,16,16
182,4,11
183,13,26
184,7,25
185,8,22
186,4,18
187,2,23
188,14,29
189,2,17
190,13,27
191,19,2
192,6,19
193,1,17
194,11,14
195,8,7
196,6,2
197,7,18
198,12,5
199,13,19
200,10,13
201,20,1
202,17,1
203,13,2
204,1,27
205,13,18
206,17,11
207,12,15
208,16,25
209,8,28
210,8,6
211,2,5
212,6,17
213,11,23
214,13,27
215,6,20
216,11,24
217,11,14
218,20,26
219,13,29
220,6,7
221,10,7
222,1,26
223,12,5
224,10,29
225,11,11
226,19,7
227,14,17
228,8,5
229,5,18
230,10,18
231,15,27
232,14,25
233,11,11
234,3,24
235,3,21
236,18,10
237,6,30
238,2,5
239,5,26
240,17,14
241,7,10
242,6,15
243,8,24
244,15,11
245,1,11
246,19,19
247,12,9
248,13,25
249,4,16
250,7,18
251,16,5
252,3,22
253,12,3
254,10,5
255,1,15
256,11,18
257,19,24
258,6,8
259,14,26
260,17,9
261,1,6
262,12,8
263,14,26
264,11,30
265,5,10
266,8,22
267,16,21
268,20,25
269,20,14
270,7,5
271,19,9
272,17,2
273,13,4
274,2,12
275,20,14
276,19,30
277,9,21
278,19,24
279,5,19
280,2,26
281,10,3
282,13,9
283,1,2
284,20,8
285,3,24
286,11,13
287,13,1
288,3,6
289,7,3
290,17,28
291,15,24
292,8,14
293,19,18
294,9,22
295,5,6
296,18,12
297,11,24
298,9,7
299,2,24
300,13,5
301,9,17
302,16,15
303,8,28
304,2,15
305,13,21
306,19,25
307,15,16
308,17,2
309,16,17
310,1,24
311,14,16
312,2,9
313,13,3
314,1,5
315,19,8
316,12,21
317,1,29
318,18,17
319,5,7
320,19,26
321,7,10
322,6,15
323,16,29
324,1,11
325,9,6
326,4,12
327,20,11
328,12,3
329,10,26
330,2,15
331,18,27
332,5,27
333,1,20
334,19,11
335,18,4
336,5,5
337,5,7
338,5,15
339,10,28
340,2,10
341,3,20
342,9,26
343,11,30
344,6,7
345,12,15
346,3,14
347,17,6
348,1,2
349,14,15
350,14,19
351,20,21
352,3,3
353,3,20
354,12,23
355,10,16
356,10,28
357,3,13
358,17,30
359,7,13
360,14,10
361,10,25
362,11,28
363,20,10
364,2,18
365,20,24
366,7,18
367,14,8
368,9,4
369,17,3
370,15,9
371,9,21
372,20,1
373,10,24
374,11,7
375,1,14
376,1,16
377,20,8
378,16,25
379,13,19
380,3,18
381,18,13
382,11,7
383,15,3
384,12,19
385,2,24
386,5,27
387,14,29
388,18,15
389,20,2
390,5,28
391,8,12
392,1,28
393,4,28
394,16,23
395,10,8
396,10,1
397,18,19
398,5,12
399,13,15
400,10,16
401,14,22
402,13,15
403,5,27
404,5,22
405,15,30
406,11,9
407,8,4
408,18,11
409,18,20
410,2,10
411,2,23
412,2,29
413,8,1
414,14,1
415,17,30
416,15,18
417,10,18
418,15,21
419,16,2
420,3,18
421,5,2
422,1,8
423,8,20
424,16,1
425,17,25
426,1,4
427,6,20
428,13,16
429,12,10
430,18,18
431,1,6
432,10,17
433,13,8
434,3,1
435,15,22
436,14,18
437,16,20
438,11,13
439,1,14
440,3,28
441,18,26
442,12,20
443,5,10
444,19,16
445,20,9
446,5,3
447,1,8
448,4,15
449,7,1
450,3,11
451,14,28
452,20,30
453,3,12
454,20,28
455,6,29
456,14,10
457,20,2
458,12,15
459,10,12
460,3,13
461,11,25
462,16,16
463,11,7
464,3,29
465,7,5
466,8,16
467,2,25
468,10,28
469,11,5
470,18,14
471,4,10
472,18,11
473,8,7
474,17,26
475,17,12
476,16,8
477,20,15
478,9,1
479,18,6
480,19,13
481,17,26
482,7,22
483,17,29
484,6,12
485,2,8
486,3,12
487,4,21
488,17,16
489,13,20
490,10,4
491,15,12
492,19,22
493,2,6
494,20,25
495,5,20
496,20,29
497,7,4
498,2,6
499,16,3
500,3,7
501,20,26
502,2,27
503,2,5
504,20,18
505,16,19
506,19,27
507,3,27
508,10,12
509,17,14
510,18,20
511,9,8
512,20,8
513,19,30
514,1,8
515,20,21
516,10,8
517,6,4
518,9,6
519,8,25
520,19,20
521,8,21
522,20,21
523,7,20
524,16,6
525,14,14
526,15,17
527,2,20
528,12,1
529,3,15
530,20,6
531,15,11
532,10,4
533,14,24
534,1,13
535,13,2
536,1,28
537,16,6
538,19,5
539,11,15
540,6,19
541,5,17
542,6,28
543,8,21
544,6,6
545,17,17
546,9,25
547,7,15
548,18,10
549,9,8
550,18,19
551,7,5
552,11,2
553,8,16
554,9,13
555,1,13
556,1,22
557,15,13
558,11,15
559,13,17
560,2,8
561,5,5
562,7,4
563,15,20
564,2,14
565,7,11
566,16,2
567,12,30
568,6,20
569,14,1
570,19,29
571,9,16
572,18,9
573,1,11
574,15,4
575,7,11
576,5,27
577,7,2
578,17,18
579,14,22
580,17,28
581,20,15
582,7,12
583,12,16
584,14,6
585,6,20
586,5,18
587,13,11
588,17,6
589,16,18
590,9,15
591,15,7
592,16,24
593,11,30
594,18,10
595,15,18
596,16,22
597,12,9
598,17,3
599,15,2
600,14,24
